ID,Transect,Plot,obs,time,elapsed,KEEP,Date,date,hhmmss,averaging,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,ΔCO2,CO2_s_d,CO2_r_d,ΔH2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,Tled,Pc,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,A:MN,A:SLP,A:SD,A:OK,gsw:MN,gsw:SLP,gsw:SD,gsw:OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_%,Flow_%,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,AccCO2_soda,AccH2O_des,AccH2O_hum,CO2_hrs,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
s4,south,4,38,1657298025,7789.9,y,7/8/2022,20220708 10:33:44,10:33:44,15,1657298017,0.003848111,3.848111284,11.81413509,415.9800323,335.6117948,28.74172674,35.62444646,0.274692512,3.212857167,0.26228012,0.164993535,71.19009803,24.44996379,24.73871935,3.130482583,60.15867487,1.910979465,3.17656509,1.219503118,-169.7017076,42.41168751,2.788348077,-53.31157403,0,0,1,0,45530.38429,400.0008065,340.2846578,0.850709929,0.177974886,1.8,0.5,0: Broadleaf,2,1657298017,415.9800323,420.0044516,22.31415161,21.18549032,412.9360323,22.03266452,600.0063226,85.53977097,0.100028294,24.98357419,24.73871935,999.9,0,0,9998.465806,123.0355161,64.01586774,-3.998023226,425.5010645,429.095,1.12866871,420.0044516,21.18549032,1.908748387,1.812201613,16.70702258,15.89243548,400.0008065,0.643001419,0.356998548,28,6680.777419,1657298047,10:34:07,1657298047,1657297463,51,-0.027,-0.007,3.044,0.26,420,21,0.68,0.13,0,0,0,0,0,0,0,0,0,0,0,3.23374,2.78126,0.0825262,0.0846993,0.0968965,0.0958411,23283.4,22900.4,24396.3,22286.3,32549.3,25736.5,39869.8,30898.3,2.20108,2.24143,-0.0103861,0,24.8991,999.9,52.2,30.8,27.2198,64.1931,13.109,2,-0.0229116,0.727342,20.3829,5.23002,11.9381,4.9776,3.281,5849.1,9999,9999,153.4,4.97168,1.86156,1.86707,1.85837,1.86264,1.86325,1.86401,1.86018,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,3.044,0.2812,2.921490861,0.000678439,-9.11E-07,3.42E-10,0.089905351,-0.010294497,0.000932414,-3.20E-06,1,2092,0,27,1,9.4,1.37451,2.42798,2.14966,2.70386,2.15088,2.37671,34.7608,15.4279,19,625.033,685.168,24.0001,26.9499,30.0002,26.9613,26.9509,27.5358,24.218,45.4374,24,420,21.2291,100.833,101.302
s4,south,4,39,1657298108,7873.4,y,7/8/2022,20220708 10:35:08,10:35:08,15,1657298100,0.003574083,3.574083265,8.389129528,417.0463226,354.9297065,30.39600702,35.71564373,0.261326583,3.213414766,0.250067973,0.157263603,35.59486215,24.24732868,24.50583871,3.087196871,60.04548786,1.898829934,3.162319105,1.188366937,-157.617072,69.70795588,4.575032892,-47.73922106,0,0,1,0,45552.14281,199.9992581,170.1413665,0.850709988,0.177974971,1.8,0.5,0: Broadleaf,2,1657298100,417.0463226,420.0101935,22.17235806,21.12391935,414.0313226,21.92335806,600.0071613,85.5394871,0.100025348,24.9082129,24.50583871,999.9,0,0,10000.84452,61.97036774,63.77575484,-2.935456129,426.5448387,429.0739032,1.078079355,420.0101935,21.12391935,1.899148387,1.806930323,16.62766452,15.84685484,199.9992581,0.643000387,0.356999613,28,3340.369677,1657298127,10:35:26,1657298125,1657298127,52,-0.029,-0.004,3.015,0.249,420,21,0.46,0.09,0,0,0,0,0,0,0,0,0,0,0,3.2337,2.78135,0.0826971,0.0847067,0.0966293,0.0957109,23277.9,22898,24395.1,22284.2,32557.7,25737.4,39868.1,30894.9,2.20057,2.24095,-0.0173599,0,24.7937,999.9,52.1,30.8,27.1646,64.0731,13.1971,2,-0.0209731,0.730528,20.3852,5.23017,11.9381,4.979,3.281,5851.3,9999,9999,153.4,4.97167,1.86157,1.86707,1.85837,1.86264,1.86325,1.86401,1.86018,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,3.015,0.249,2.894539095,0.000678439,-9.11E-07,3.42E-10,0.089905351,-0.010294497,0.000932414,-3.20E-06,1,2092,0,27,1,10.8,1.37451,2.4231,2.14966,2.70386,2.15088,2.38892,34.7379,15.4279,19,624.681,684.743,24,26.9652,30.0002,26.9636,26.9507,27.5295,24.0466,44.6874,24,420,21.1757,100.828,101.291
s4,south,4,40,1657298188,7952.9,y,7/8/2022,20220708 10:36:27,10:36:27,15,1657298180,0.003610143,3.610143322,4.573725513,418.177129,380.9742034,32.62573075,35.81170141,0.269013897,3.213853224,0.257100947,0.161714457,17.79768245,24.08136122,24.36986452,3.06216592,60.12603392,1.894464768,3.150822771,1.167701151,-159.2073205,82.70230082,5.421745554,-53.28559167,0,0,1,0,45569.49602,100.0006065,85.07154824,0.850710323,0.177975745,1.8,0.5,0: Broadleaf,2,1657298180,418.177129,420.0021613,22.12187097,21.06278065,415.121129,21.8489,599.9964516,85.53765484,0.099982723,24.84718065,24.36986452,999.9,0,0,10002.90323,30.86344516,63.48383548,-1.86641871,427.5949355,429.038871,1.059094194,420.0021613,21.06278065,1.892252903,1.801660323,16.57044516,15.80120323,100.0006065,0.642990161,0.357009871,28,1670.19,1657298208,10:36:47,1657298208,1657298127,53,0.041,-0.004,3.056,0.249,420,21,0.27,0.09,0,0,0,0,0,0,0,0,0,0,0,3.23362,2.78127,0.0828642,0.0847112,0.0963405,0.0954602,23273.4,22897.5,24395,22283.9,32567.8,25744,39867.5,30894.2,2.20055,2.24055,-0.020653,0,24.7054,999.9,52,30.8,27.1134,64.0031,13.141,2,-0.0199568,0.733219,20.3865,5.22942,11.9381,4.9787,3.281,5853.5,9999,9999,153.5,4.97171,1.86157,1.86707,1.85837,1.86268,1.86325,1.86401,1.86018,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,3.056,0.2729,2.865634181,0.000678439,-9.11E-07,3.42E-10,0.086155649,-0.010294497,0.000932414,-3.20E-06,1,2092,0,27,1.1,1,1.37451,2.42432,2.14966,2.70386,2.15088,2.39624,34.7379,15.4192,19,624.713,684.429,23.9999,26.9818,30.0001,26.9681,26.9538,27.523,24.3353,43.9408,24,420,21.1203,100.827,101.289
s4,south,4,41,1657298269,8033.9,y,7/8/2022,20220708 10:37:48,10:37:48,15,1657298261,0.003419348,3.419347532,2.271158657,418.8911935,395.0756643,33.83315125,35.87264514,0.255350932,3.213454665,0.244590058,0.153797818,8.898662994,24.0291704,24.30154194,3.049655789,60.06500057,1.886962792,3.141534628,1.162692997,-150.7932262,85.96132223,5.632752735,-50.30048822,0,0,1,0,45569.72447,49.99939355,42.53499246,0.850710167,0.177975419,1.8,0.5,0: Broadleaf,2,1657298261,418.8911935,420.0022258,22.03439677,21.03120968,415.8971935,21.76364839,600.0084839,85.53710968,0.100033545,24.79772903,24.30154194,999.9,0,0,10001.29032,15.17469355,66.53372581,-1.049130645,428.3923871,429.0251935,1.003198355,420.0022258,21.03120968,1.884758065,1.798948387,16.50804839,15.77764516,49.99939355,0.642994419,0.357005581,28,835.082,1657298285,10:38:04,1657298285,1657298127,54,-0.062,-0.004,2.994,0.249,420,21,0.51,0.09,0,0,0,0,0,0,0,0,0,0,0,3.23377,2.7813,0.0829704,0.0847004,0.0961556,0.0954104,23269.4,22896.5,24393.7,22282.7,32573.2,25743.7,39865.8,30892.1,2.20027,2.24,-0.0208989,0,24.6418,999.9,52,30.8,27.1144,64.2131,13.121,2,-0.0189126,0.735349,20.3872,5.23002,11.9381,4.97775,3.281,5855.7,9999,9999,153.5,4.97168,1.86157,1.86707,1.85837,1.86265,1.86325,1.86401,1.86012,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.994,0.2714,2.906780502,0.000678439,-9.11E-07,3.42E-10,0.086155649,-0.010294497,0.000932414,-3.20E-06,1,2092,0,27,1,2.4,1.37329,2.42188,2.14966,2.70386,2.15088,2.38403,34.715,15.4192,19,624.607,684.049,24,26.9955,30.0001,26.9773,26.9623,27.519,24.2163,43.1966,24,420,21.0563,100.823,101.283
s4,south,4,42,1657298346,8110.9,y,7/8/2022,20220708 10:39:05,10:39:05,15,1657298338,0.00323611,3.236110169,-0.571877565,419.7456129,414.4218848,35.48962799,35.94553328,0.242131958,3.213628909,0.232434134,0.14611028,0,23.98332754,24.2565,3.041432894,60.10093808,1.883425849,3.133771135,1.158007044,-142.7124584,86.59137136,5.671257121,-50.44982996,0,0,1,0,45579.25506,0,0,0,0,1.8,0.5,0: Broadleaf,2,1657298338,419.7456129,419.9815484,21.99326774,21.04380323,416.7476129,21.74426774,600.0105806,85.53646774,0.100003906,24.75629677,24.2565,999.9,0,0,10002.09839,-0.577301419,65.99765484,-0.239665355,429.1902581,429.0094516,0.970742065,419.9815484,21.04380323,1.883045484,1.800010968,16.49375484,15.78689677,0,0,0,27.08467419,0,1657298369,10:39:28,1657298360,1657298369,55,0.004,0.002,2.998,0.249,420,21,0.38,0.1,0,0,0,0,0,0,0,0,0,0,0,3.23362,2.78112,0.0831035,0.0846978,0.0960168,0.0953646,23265.5,22895.5,24393.2,22281.7,32577.2,25743.9,39864.5,30890.7,2.2001,2.23953,-0.0204332,0,24.5931,999.9,51.9,30.8,27.0634,63.9831,13.1891,2,-0.0168775,0.743788,20.388,5.22942,11.9381,4.97785,3.281,5857.7,9999,9999,153.5,4.97171,1.86156,1.86707,1.85837,1.86265,1.86325,1.86401,1.86017,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.998,0.249,2.845028198,0.000678439,-9.11E-07,3.42E-10,0.086155649,-0.010294497,0.000932414,-3.20E-06,1,2092,0,27,1,3.6,1.37329,2.4231,2.14966,2.70386,2.15088,2.37427,34.7837,15.4104,19,624.628,683.825,24.0001,27.0151,30.0001,26.9911,26.9776,27.5173,24.3227,42.0704,24,420,21.0018,100.82,101.279
s3,south,3,43,1657299435,9200.5,y,7/8/2022,20220708 10:57:15,10:57:15,15,1657299427,0.004118287,4.118287352,13.45229234,414.4489677,285.423312,24.43703697,35.48380361,0.189868557,3.212813074,0.183847941,0.115429988,427.1293841,28.67308271,29.044,4.032023907,59.79097475,2.183782163,3.652360866,1.848241744,-181.6164722,-294.2555747,-20.00300986,-68.74567275,0,0,1,0,45156.74509,2399.940645,2041.653485,0.850709991,0.177974978,2.2,0.5,0: Broadleaf,2,1657299427,414.4489677,420.0071613,25.50646129,24.03497742,411.6109677,25.1581,600.0159355,85.51675161,0.100070648,27.34515484,29.044,999.9,0,0,9997.661935,753.7433226,76.94089355,-5.590450968,425.2637097,430.3506452,1.471477097,420.0071613,24.03497742,2.181229355,2.055394194,18.82512258,17.87763548,2399.940645,0.64300029,0.35699971,30,40083.55806,1657299451,10:57:31,1657299451,1657299359,57,0.032,-0.02,2.838,0.308,420,24,0.39,0.07,0,0,0,0,0,0,0,0,0,0,0,3.23182,2.78148,0.082019,0.0843857,0.105909,0.104236,23225.8,22838,24329,22223.1,32140,25424.1,39765.6,30807.4,2.17887,2.21755,0.0858754,0,27.6479,999.9,55,30.9,28.8499,63.7523,12.9407,2,0.104728,0.881163,20.3598,5.22927,11.9426,4.97765,3.281,5888.1,9999,9999,153.8,4.97171,1.86157,1.86707,1.85837,1.86265,1.86325,1.86401,1.86011,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.838,0.3482,2.657008494,0.000678439,-9.11E-07,3.42E-10,0.068146836,-0.010294497,0.000932414,-3.20E-06,1,2092,0,27,1.3,1.3,1.37695,2.4231,2.14966,2.70386,2.15088,2.40723,34.9214,15.2703,19,625.025,682.99,26.0003,28.6743,30.0005,28.4858,28.4504,27.5756,19.6987,51.0902,26,420,24.1095,100.564,101.008
s3,south,3,44,1657299512,9277.5,y,7/8/2022,20220708 10:58:32,10:58:32,15,1657299504,0.003906138,3.906137578,13.83856442,414.3427097,282.4448143,24.18217079,35.47491639,0.189539557,3.213826791,0.183541261,0.115236398,355.9479561,28.34160784,28.6999871,3.952479429,60.10838298,2.195789542,3.653050428,1.756689888,-172.2606672,-234.1850693,-15.88745336,-66.38523378,0,0,1,0,45174.74394,1999.989032,1701.410633,0.850709982,0.177974954,2.2,0.5,0: Broadleaf,2,1657299504,414.3427097,420.0102581,25.64655484,24.25104516,411.5297097,25.29402903,600.0036452,85.51734839,0.099981323,27.34837742,28.6999871,999.9,0,0,10001.85581,617.0056452,76.66778065,-5.643449355,425.2736129,430.449,1.395505161,420.0102581,24.25104516,2.193225161,2.073884839,18.91292581,18.02001613,1999.989032,0.643000613,0.356999387,30,33403.60645,1657299531,10:58:50,1657299531,1657299359,58,-0.024,-0.02,2.813,0.308,420,24,0.5,0.07,0,0,0,0,0,0,0,0,0,0,0,3.23159,2.78113,0.0819855,0.0843727,0.106332,0.104868,23225.4,22838,24327.9,22223.1,32123.5,25406.2,39764.1,30807.4,2.17755,2.2169,0.0643544,0,27.6658,999.9,55,30.9,28.8473,63.8223,12.8926,2,0.108214,0.877053,20.365,5.22897,11.9411,4.9776,3.281,5890,9999,9999,153.8,4.97167,1.86157,1.86707,1.85837,1.86265,1.86325,1.86401,1.86016,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.813,0.3528,2.688508813,0.000678439,-9.11E-07,3.42E-10,0.068146836,-0.010294497,0.000932414,-3.20E-06,1,2092,0,27,1,2.6,1.37695,2.42188,2.14966,2.70508,2.15088,2.40601,34.9674,15.2615,19,624.901,683.384,25.9995,28.7492,30.0002,28.5669,28.5281,27.577,18.8628,51.1193,26,420,24.2171,100.56,101.008
s3,south,3,45,1657299592,9357,y,7/8/2022,20220708 10:59:51,10:59:51,15,1657299584,0.003703923,3.70392283,13.90231669,414.3409355,282.4281638,24.18088836,35.47497448,0.189432006,3.213397308,0.183439626,0.115172367,266.9633846,27.87246749,28.27463548,3.856022221,60.03059879,2.188290817,3.645292337,1.667731404,-163.3429968,-166.7519741,-11.28817219,-74.41975847,0,0,1,0,45172.38647,1500.005806,1276.06988,0.85070996,0.177974901,2.2,0.5,0: Broadleaf,2,1657299584,414.3409355,420.001129,25.55881935,24.23543548,411.5499355,25.2089129,600.0043548,85.51782581,0.100010726,27.31209032,28.27463548,999.9,0,0,9999.993548,456.4733871,76.53129355,-5.638540645,425.231,430.4328387,1.323395161,420.001129,24.23543548,2.185734839,2.072561613,18.85814516,18.00985806,1500.005806,0.643001323,0.356998677,30.13038387,25052.96774,1657299609,11:00:08,1657299609,1657299359,59,-0.022,-0.02,2.791,0.308,420,24,0.25,0.07,0,0,0,0,0,0,0,0,0,0,0,3.23175,2.78133,0.0819826,0.0843622,0.10605,0.104804,23223.5,22835.6,24326.1,22220.6,32131.4,25405.2,39761,30803.8,2.17675,2.21613,0.0432692,0,27.5563,999.9,55.1,30.9,28.9019,63.7823,12.9127,2,0.111601,0.873056,20.3707,5.22912,11.9409,4.9778,3.281,5892.2,9999,9999,153.9,4.97168,1.86157,1.86707,1.85837,1.86267,1.86325,1.86401,1.86016,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.791,0.35,2.663955973,0.000678439,-9.11E-07,3.42E-10,0.068146836,-0.010294497,0.000932414,-3.20E-06,1,2092,0,27,1,3.9,1.37695,2.41821,2.14966,2.7063,2.15088,2.39868,34.9674,15.2615,19,624.998,683.523,26.0002,28.7987,30.0002,28.6319,28.5946,27.576,19.0674,51.1555,26,420,24.296,100.552,100.996
s3,south,3,46,1657299670,9435,y,7/8/2022,20220708 11:01:09,11:01:09,15,1657299662,0.003565629,3.56562903,13.82114147,414.3676452,283.3403831,24.25929223,35.47770243,0.189102045,3.212441842,0.183128452,0.114976267,213.5717075,27.56915067,28.01007742,3.797069639,60.19828607,2.188283779,3.635126383,1.60878586,-157.2442402,-129.1365452,-8.730802634,-81.53988051,0,0,1,0,45162.16436,1200.008387,1020.859221,0.850710072,0.177975179,2.2,0.5,0: Broadleaf,2,1657299662,414.3676452,419.9771613,25.55841935,24.28443226,411.5366452,25.20852258,599.9977419,85.51890968,0.099991423,27.26443871,28.01007742,999.9,0,0,9995.848387,365.5121935,76.3725871,-5.649993548,425.1943871,430.4297742,1.273991613,419.9771613,24.28443226,2.185727742,2.076778065,18.85809677,18.04216774,1200.008387,0.642997613,0.357002387,30.00403548,20042.39355,1657299690,11:01:29,1657299690,1657299359,60,0.04,-0.02,2.831,0.308,420,24,0.26,0.07,0,0,0,0,0,0,0,0,0,0,0,3.23162,2.78117,0.0819756,0.0843542,0.106039,0.104948,23223.6,22836.1,24326.1,22221,32131.9,25401.5,39761,30804.2,2.17637,2.21585,0.0337735,0,27.4542,999.9,55.2,30.9,28.9524,63.4523,12.9287,2,0.112467,0.871699,20.3737,5.22972,11.9399,4.9778,3.281,5894.1,9999,9999,153.9,4.97166,1.86157,1.86707,1.85837,1.86265,1.86325,1.86401,1.86018,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.831,0.35,2.641810334,0.000678439,-9.11E-07,3.42E-10,0.068146836,-0.010294497,0.000932414,-3.20E-06,1,2092,0,27,1,5.2,1.37695,2.42065,2.14966,2.70508,2.15088,2.37793,34.9214,15.244,19,625.163,683.809,25.9998,28.8288,30.0001,28.6735,28.6371,27.577,19.0311,51.2903,26,420,24.278,100.552,100.998
s3,south,3,47,1657299751,9516,y,7/8/2022,20220708 11:02:30,11:02:30,15,1657299743,0.003429038,3.429037619,13.56785159,414.5125161,285.8191608,24.47212465,35.49097946,0.188733908,3.211860734,0.182782117,0.114757933,160.1784699,27.2503822,27.7266,3.734775338,60.30173531,2.184023158,3.621824723,1.55075218,-151.220559,-90.85368219,-6.133040211,-88.02881151,0,0,1,0,45161.02191,900.006,765.6440877,0.850709982,0.177974891,2.2,0.5,0: Broadleaf,2,1657299743,414.5125161,420.0085806,25.50802903,24.28278387,411.6725161,25.15963226,599.9985484,85.521,0.100008006,27.2019129,27.7266,999.9,0,0,9993.160323,275.7246452,76.51017742,-5.505717742,425.3528065,430.4614194,1.225254839,420.0085806,24.28278387,2.181472581,2.076687419,18.82689355,18.04148387,900.006,0.643001548,0.356998484,30,15031.82258,1657299768,11:02:47,1657299768,1657299359,61,0.009,-0.02,2.84,0.308,420,24,0.32,0.07,0,0,0,0,0,0,0,0,0,0,0,3.23156,2.78123,0.0819905,0.0843513,0.105884,0.10487,23224,22836.1,24326.9,22221,32138.6,25403.8,39762.3,30804.3,2.1759,2.2157,0.0232682,0,27.3435,999.9,55.3,30.9,29.0051,63.8722,12.9167,2,0.112383,0.878734,20.377,5.22957,11.9411,4.9778,3.281,5896.3,9999,9999,153.9,4.97171,1.86157,1.86707,1.85838,1.86264,1.86326,1.86401,1.86017,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.84,0.3484,2.681756785,0.000678439,-9.11E-07,3.42E-10,0.068146836,-0.010294497,0.000932414,-3.20E-06,1,2092,0,27,1,6.5,1.37573,2.41699,2.14966,2.70508,2.15088,2.38403,34.9904,15.244,19,625.115,684.07,26.0003,28.8429,30.0001,28.7023,28.6687,27.5717,19.5578,51.2737,26,420,24.2006,100.556,100.998
s3,south,3,48,1657299829,9594,y,7/8/2022,20220708 11:03:48,11:03:48,15,1657299821,0.003323829,3.323828554,12.71982512,414.8072258,294.153703,25.18595301,35.51651805,0.189461336,3.213503942,0.183467323,0.115189819,106.7857316,26.91753567,27.44088065,3.672892612,60.28769236,2.174675738,3.607163673,1.498216874,-146.5808392,-53.3800177,-3.595174893,-96.7703002,0,0,1,0,45201.40364,600.0035806,510.4290838,0.850710063,0.177975157,2.2,0.5,0: Broadleaf,2,1657299821,414.8072258,419.9765806,25.39863871,24.21088387,412.0502258,25.05345806,600.0141613,85.52166129,0.100082584,27.13276452,27.44088065,999.9,0,0,9999.993548,185.4320645,75.86953871,-5.086554839,425.7022581,430.396871,1.187744194,419.9765806,24.21088387,2.172133548,2.070555484,18.75825161,17.99445484,600.0035806,0.642997903,0.357002097,30,10021.17742,1657299845,11:04:04,1657299845,1657299359,62,-0.083,-0.02,2.757,0.308,420,24,0.52,0.07,0,0,0,0,0,0,0,0,0,0,0,3.2315,2.78112,0.0820387,0.0843417,0.105581,0.104719,23221.6,22835.4,24325.8,22220.1,32148.5,25407.2,39761,30803.2,2.17565,2.2152,0.0132918,0,27.2201,999.9,55.3,30.9,29.0058,63.5722,12.9006,2,0.11423,0.895989,20.3797,5.22972,11.9417,4.9777,3.281,5898.2,9999,9999,153.9,4.97171,1.86157,1.86707,1.85838,1.86266,1.86327,1.86401,1.8601,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.757,0.3453,2.691063924,0.000678439,-9.11E-07,3.42E-10,0.068146836,-0.010294497,0.000932414,-3.20E-06,1,2092,0,27,1,7.8,1.37573,2.41943,2.14966,2.70508,2.15088,2.39624,34.9674,15.244,19,625.25,684.043,26.0003,28.8627,30.0002,28.7324,28.7023,27.5721,19.6917,51.1264,26,420,24.1476,100.552,100.994
s3,south,3,49,1657299906,9671,y,7/8/2022,20220708 11:05:05,11:05:05,15,1657299898,0.003288376,3.288376195,11.00663299,415.4911613,310.8503224,26.61592767,35.57558702,0.191844266,3.212371421,0.185699068,0.116597641,71.1904051,26.66522133,27.23119677,3.628049238,60.20709438,2.163104955,3.592774202,1.464944283,-145.0173902,-28.84206773,-1.940519121,-104.6095719,0,0,1,0,45191.03462,400.0025806,340.2861737,0.850709946,0.177974865,2.2,0.5,0: Broadleaf,2,1657299898,415.4911613,420.0278387,25.26313871,24.08787742,412.6571613,24.92196452,600.008129,85.52290323,0.100066255,27.06465806,27.23119677,999.9,0,0,9995.085484,124.5234516,76.14589355,-4.613800645,426.1808065,430.3953226,1.175268065,420.0278387,24.08787742,2.160577742,2.060064839,18.67296774,17.91370323,400.0025806,0.643001806,0.356998194,30,6680.80871,1657299927,11:05:26,1657299927,1657299359,63,0.077,-0.02,2.834,0.308,420,24,0.28,0.07,0,0,0,0,0,0,0,0,0,0,0,3.23167,2.78143,0.0821184,0.0843322,0.105181,0.104342,23218.6,22833.6,24324.9,22218.2,32161.8,25415.3,39759.3,30800,2.17565,2.21378,0.00665337,0,27.1052,999.9,55.4,30.9,29.06,63.4923,12.9127,2,0.116778,0.908404,20.382,5.23017,11.9409,4.97765,3.281,5900.4,9999,9999,153.9,4.97168,1.86157,1.86707,1.85838,1.86264,1.86326,1.86401,1.86014,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.834,0.3413,2.608154849,0.000678439,-9.11E-07,3.42E-10,0.068146836,-0.010294497,0.000932414,-3.20E-06,1,2092,0,27,1,9.1,1.37573,2.42432,2.14966,2.70508,2.15088,2.37183,35.0134,15.2178,19,625.645,683.235,26.0001,28.8954,30.0002,28.7687,28.7394,27.5634,20.1907,51.1509,26,420,24.0993,100.548,100.985
s3,south,3,50,1657299988,9753,y,7/8/2022,20220708 11:06:27,11:06:27,15,1657299980,0.003155468,3.155468415,7.307891284,416.8346774,342.6582681,29.33954651,35.69077867,0.188588722,3.214778935,0.182651141,0.114674859,35.59523417,26.43370282,27.01617419,3.582561127,60.1729075,2.152880751,3.577824041,1.429680376,-139.1561571,-3.904622874,-0.262134556,-107.7276804,0,0,1,0,45245.65922,200.0009677,170.142848,0.850710124,0.17797531,2.2,0.5,0: Broadleaf,2,1657299980,416.8346774,419.9964516,25.14361935,24.01572903,414.0626774,24.83761935,600.0124839,85.5233,0.100043268,26.99364516,27.01617419,999.9,0,0,10005.16452,62.69520968,75.55229032,-3.100026452,427.6633226,430.331129,1.160543871,419.9964516,24.01572903,2.153158065,2.053903871,18.61797419,17.86611935,200.0009677,0.642995871,0.357004129,30,3340.39129,1657300009,11:06:48,1657300007,1657300009,64,-0.062,0,2.772,0.306,420,24,0.54,0.04,0,0,0,0,0,0,0,0,0,0,0,3.23156,2.78133,0.0823289,0.0843237,0.104881,0.104106,23212.4,22832.1,24324.1,22216.7,32171.8,25420.1,39758.2,30797.6,2.17485,2.21327,0.0013113,0,26.9882,999.9,55.5,30.9,29.1076,63.5123,12.9407,2,0.119139,0.907271,20.3845,5.22867,11.942,4.97765,3.281,5902.3,9999,9999,154,4.97168,1.86157,1.86707,1.85837,1.86265,1.86325,1.86401,1.86016,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.772,0.306,2.684862551,0.000678439,-9.11E-07,3.42E-10,0.068146836,-0.010294497,0.000932414,-3.20E-06,1,2092,0,27,1,10.5,1.37573,2.41821,2.14966,2.70508,2.15088,2.39746,35.0594,15.2178,19,625.435,683.246,25.9996,28.9332,30.0002,28.8056,28.7762,27.5665,20.7473,51.1723,26,420,23.9881,100.545,100.977
