Obs#,Timepoint,Time,Date.a,Date,Shade,configName,configAuthor,remark,Position,Transect,,gsw,gbw,gtw,E_apparent,VPcham,VPref,VPleaf,VPDleaf,H2O_r,H2O_s,H2O_leaf,leaf_area,flashID,Fo,Fm,Fv/Fm,Fs,Fm',PhiPS2,PS2/1,abs,ETR,rh_s,rh_r,Tref,Tleaf,P_atm,flow,flow_s,leak_pct,Qamb,batt,match_time,match_date,rh_adj,gsw1sec,gsw2sec,gsw4sec,flr1sec,flr2sec,flr4sec,auto,flow_set,gsw_limit,gsw_period,dark,flash_type,flash_intensity,modrate,flr_limit,flr_period,P1_dur,P2_dur,P3_dur,P1_Fmax,P2_ramp,P2_slp,P3_Fmax,P3_Pred,P3_DeltaF,v_humA,v_humB,v_flowIn,v_flowOut,v_temp,v_irt,v_pres,v_par,v_F,i_LED,b_rhr,m_rhr,span_rhr,b_rhs,m_rhs,span_rhs,z_flowIn,z_flowOut,z_quantum,z_flr,flashId,lciSerNum,lcpSerNum,lcfSerNum,lcrhSerNum,version,configUpdatedAt
30,9,9:31:07,7/25/2022,7/25/2022,n,JSG 2022,MS,,2,South,,0.07643,2.922607,0.074482,1.88509,2.100066,2.055995,4.174084,2.074018,24.164223,24.682194,49.058239,0.441786,PSF-00495_20220725093107,0,0,0,175.502304,227.329727,0.227983,0.5,0.8,67.915421,62.53,61.22,25.92,29.64,85.08,156.8,150.3,4.1,745,3.884,9:26:59,7/25/2022,0.22,0.005,0.001,-9999,-4.262,3.298,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.516871,2.458313,1.660471,0.919323,0.262912,0.043372,0.261946,0.733754,175.502304,0.00031,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220725093107,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
31,9,9:31:54,7/25/2022,7/25/2022,n,JSG 2022,MS,,3,South,,0.045988,2.923271,0.045276,0.875375,2.103846,2.083388,3.693189,1.589343,24.481216,24.721609,43.397465,0.441786,PSF-00495_20220725093154,0,0,0,90.913651,171.347733,0.46942,0.5,0.8,259.790039,62.24,61.63,26.03,27.54,85.1,156.9,153.8,2,1384,3.883,9:26:59,7/25/2022,0.22,0,0,-9999,0.707,1.02,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.51741,2.457906,1.661164,0.927874,0.261757,0.017012,0.267161,1.270706,90.913651,0.000305,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220725093154,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
32,9,9:32:08,7/25/2022,7/25/2022,n,JSG 2022,MS,,3,South,,0.009565,2.923309,0.009533,0.241731,2.186131,2.180487,4.262368,2.076237,25.620461,25.686777,50.082317,0.441786,PSF-00495_20220725093208,0,0,0,221.185684,290.558685,0.238757,0.5,0.8,135.343079,64.47,64.31,26.08,30.01,85.11,156.9,156.2,0.5,1417,3.883,9:26:59,7/25/2022,0.22,0.001,0.004,-9999,-1.32,-0.026,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.521074,2.460781,1.661203,0.933961,0.26121,0.045851,0.268667,1.298942,221.185684,0.000294,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220725093208,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
33,9,9:33:05,7/25/2022,7/25/2022,n,JSG 2022,MS,,3,South,,0.097486,2.921302,0.094338,2.297803,2.236995,2.18329,4.231302,1.994307,25.651968,26.282957,49.71452,0.441786,PSF-00495_20220725093305,0,0,0,259.159332,304.041626,0.147619,0.5,0.8,91.399422,65.17,63.6,26.29,29.88,85.11,156.7,156.2,0.3,1548,3.883,9:26:59,7/25/2022,0.22,-0.002,0.003,0.002,-1.511,3.605,2.042,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.520057,2.461633,1.659113,0.934117,0.25906,0.041874,0.274842,1.408827,259.159332,0.000298,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220725093305,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
34,9,9:33:24,7/25/2022,7/25/2022,n,JSG 2022,MS,,4,South,,0.025396,2.923971,0.025178,0.445423,2.058366,2.047955,3.514699,1.456333,24.063442,24.185762,41.297657,0.441786,PSF-00495_20220725093324,0,0,0,157.312637,449.440247,0.649981,0.5,0.8,25.214783,59.74,59.44,26.35,26.69,85.11,157,156.3,0.4,97,3.882,9:26:59,7/25/2022,0.22,0.001,-0.001,-0.002,0.957,3.102,10.485,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.514303,2.454601,1.661895,0.934281,0.258412,0.003406,0.276784,0.189296,157.312637,0.000323,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220725093324,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
35,9,9:33:49,7/25/2022,7/25/2022,n,JSG 2022,MS,,4,South,,0.121404,2.921128,0.11656,1.823576,2.044505,2.00178,3.333955,1.28945,23.520266,24.022261,39.172878,0.441786,PSF-00495_20220725093349,0,0,0,114.370468,415.591827,0.724801,0.5,0.8,24.664192,59.15,57.92,26.41,25.8,85.11,156.6,156.1,0.3,85,3.881,9:26:59,7/25/2022,0.22,0.004,0.002,-9999,0.11,0.708,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.512185,2.453826,1.658932,0.933746,0.257866,-0.007526,0.279356,0.179285,114.370468,0.00031,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220725093349,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
36,9,9:34:22,7/25/2022,7/25/2022,n,JSG 2022,MS,,4,South,,0.105811,2.924118,0.102116,1.603367,2.058648,2.021178,3.352503,1.293854,23.748045,24.188303,39.390579,0.441786,PSF-00495_20220725093422,0,0,0,113.57975,407.639252,0.721372,0.5,0.8,30.010117,59.41,58.33,26.45,25.89,85.11,157,156.2,0.5,104,3.877,9:26:59,7/25/2022,0.22,0.006,0,-9999,0.094,0.232,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.512744,2.45415,1.662049,0.934074,0.257421,-0.006954,0.282776,0.195197,113.57975,0.000318,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220725093422,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
37,9,9:37:46,7/25/2022,7/25/2022,n,JSG 2022,MS,,22,South,,0.128687,2.921965,0.123258,2.382132,2.010091,1.954286,3.60095,1.59086,22.958849,23.614445,42.30378,0.441786,PSF-00495_20220725093746,0,0,0,162.195679,345.588684,0.530668,0.5,0.8,98.065063,57.28,55.69,26.67,27.1,85.12,156.7,150.6,3.9,462,3.876,9:37:25,7/25/2022,0.34,-0.001,-0.002,-0.006,-1.075,2.65,7.88,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.509031,2.451174,1.659802,0.919978,0.255229,0.004573,0.305072,0.496093,162.195679,0.000303,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220725093746,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
38,9,9:38:18,7/25/2022,7/25/2022,n,JSG 2022,MS,,22,South,,0.03272,2.920881,0.032358,0.835746,2.116874,2.097305,4.233245,2.116371,24.640764,24.870674,49.735447,0.441786,PSF-00495_20220725093818,0,0,0,105.263832,128.847244,0.183034,0.5,0.8,115.599876,60.15,59.6,26.71,29.89,85.12,156.6,142,9.3,1579,3.876,9:37:25,7/25/2022,0.34,-0.002,-0.001,-9999,-0.153,-0.549,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.514434,2.4549,1.658675,0.898714,0.254751,0.037009,0.308609,1.434922,105.263832,0.000299,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220725093818,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
39,9,9:40:13,7/25/2022,7/25/2022,n,JSG 2022,MS,,22,South,,0.050644,2.921653,0.049781,0.900202,2.102521,2.081454,3.590051,1.48753,24.456982,24.704514,42.182919,0.441786,PSF-00495_20220725094013,0,0,0,128.859756,269.48941,0.521837,0.5,0.8,250.098022,59.07,58.48,26.9,27.05,85.11,156.7,151.1,3.6,1198,3.872,9:37:25,7/25/2022,0.34,0.002,0.001,-0.005,0.428,0.027,4.63,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.512847,2.453459,1.659477,0.92111,0.252814,0.001183,0.320445,1.114866,128.859756,0.0003,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220725094013,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
1,11,11:04:11,7/25/2022,7/25/2022,n,JSG 2022,MS,,1,North,,0.192742,2.921914,0.180814,4.11153,2.031894,1.935631,3.899357,1.867462,22.747574,23.878862,45.825317,0.441786,PSF-00495_20220725110411,0,0,0,145.357849,194.583176,0.252978,0.5,0.8,195.180573,60.78,57.9,25.84,28.47,85.09,156.7,139.9,10.7,1929,3.875,11:03:44,7/25/2022,0.47,-0.011,0.001,-0.003,5.811,-3.073,9.092,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.512297,2.455735,1.659749,0.893732,0.263713,0.030187,0.135057,1.729011,145.357849,0.000301,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220725110411,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
2,11,11:04:38,7/25/2022,7/25/2022,n,JSG 2022,MS,,1,North,,0.122522,2.923334,0.117594,2.971348,2.140947,2.071546,4.210887,2.06994,24.343773,25.159349,49.484257,0.441786,PSF-00495_20220725110438,0,0,0,154.126877,186.323044,0.172798,0.5,0.8,100.261894,63.73,61.66,25.93,29.8,85.1,156.9,148.5,5.3,1451,3.873,11:03:44,7/25/2022,0.47,-0.001,0.003,0,-1.858,-4.371,-11.207,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.517473,2.459532,1.66123,0.914815,0.262841,0.045132,0.139943,1.327021,154.126877,0.000283,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220725110438,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
3,11,11:05:04,7/25/2022,7/25/2022,n,JSG 2022,MS,,1,North,,0.124738,2.923291,0.119633,3.134217,2.192617,2.119445,4.336751,2.144133,24.903519,25.763296,50.956902,0.441786,PSF-00495_20220725110504,0,0,0,141.273743,166.002991,0.148969,0.5,0.8,111.736893,64.88,62.72,26.03,30.31,85.11,156.9,156,0.6,1875,3.872,11:03:44,7/25/2022,0.47,-0.002,-0.003,0.012,-0.637,-1.378,-3.394,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.518902,2.461002,1.661185,0.933427,0.261803,0.050175,0.144503,1.683914,141.273743,0.000296,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220725110504,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
4,11,11:05:56,7/25/2022,7/25/2022,n,JSG 2022,MS,,2,North,,0.192671,2.922697,0.180755,4.682513,2.055809,1.946292,4.179077,2.123268,22.875952,24.163172,49.119232,0.441786,PSF-00495_20220725110556,0,0,0,245.679977,277.091858,0.113363,0.5,0.8,87.651108,60.19,56.98,26.21,29.66,85.08,156.8,152.4,2.8,1933,3.871,11:03:44,7/25/2022,0.47,0,0,-0.001,-2.453,-2.043,-15.813,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.510938,2.454892,1.660565,0.92448,0.259931,0.040263,0.152993,1.732501,245.679977,0.000297,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220725110556,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
5,11,11:07:37,7/25/2022,7/25/2022,n,JSG 2022,MS,,2,North,,0.299445,2.923155,0.27162,5.927291,2.139853,2.001381,3.930655,1.790803,23.518126,25.145304,46.188934,0.441786,PSF-00495_20220725110737,0,0,0,162.004715,368.206146,0.560016,0.5,0.8,346.415619,61.08,57.13,26.64,28.6,85.1,156.9,152.7,2.7,1546,3.846,11:03:44,7/25/2022,0.47,-0.002,-0.002,-9999,-4.682,0.235,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.511041,2.45596,1.661042,0.925267,0.255535,0.022569,0.168384,1.407615,162.004715,0.000304,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220725110737,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
6,11,11:07:59,7/25/2022,7/25/2022,n,JSG 2022,MS,,2,North,,0.291488,2.920469,0.265035,5.990752,2.185954,2.045774,4.039221,1.853268,24.038939,25.686127,47.463017,0.441786,PSF-00495_20220725110759,0,0,0,183.064697,236.350891,0.225454,0.5,0.8,166.639816,62.08,58.1,26.72,29.07,85.1,156.5,156.2,0.2,1848,3.866,11:03:44,7/25/2022,0.47,-0.002,-0.004,0.001,-0.103,-1.183,-0.204,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.512361,2.457232,1.658248,0.933945,0.254651,0.02714,0.171571,1.660928,183.064697,0.000293,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220725110759,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
7,11,11:09:24,7/25/2022,7/25/2022,y,JSG 2022,MS,,3,North,,0.20344,2.920663,0.190192,2.895108,2.268913,2.201248,3.520265,1.251353,25.866226,26.661331,41.365608,0.441786,PSF-00495_20220725110924,0,0,0,114.742752,391.621124,0.707006,0.5,0.8,38.944511,63.55,61.65,26.96,26.72,85.1,156.6,155.9,0.4,138,3.865,11:03:44,7/25/2022,0.47,-0.005,-0.004,-9999,0.241,1.037,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.517207,2.459076,1.65845,0.933253,0.25227,-0.003327,0.183351,0.223527,114.742752,0.000303,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220725110924,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
8,11,11:10:02,7/25/2022,7/25/2022,y,JSG 2022,MS,,3,North,,0.154946,2.922901,0.147146,2.979037,2.242129,2.172605,3.902822,1.660693,25.529943,26.346914,45.861469,0.441786,PSF-00495_20220725111002,0,0,0,148.631927,239.581345,0.379618,0.5,0.8,19.257074,62.35,60.42,27.08,28.48,85.1,156.9,155.8,0.7,127,3.863,11:03:44,7/25/2022,0.47,0.002,-0.002,-0.002,1.311,-1.106,-41.081,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.515482,2.45751,1.660778,0.932989,0.251068,0.015919,0.188495,0.214374,148.631927,0.000309,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220725111002,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
9,11,11:10:37,7/25/2022,7/25/2022,y,JSG 2022,MS,,3,North,,0.170389,2.92287,0.161003,2.544313,2.233985,2.174599,3.533241,1.299255,25.553459,26.251297,41.518696,0.441786,PSF-00495_20220725111037,0,0,0,135.533447,435.646881,0.688892,0.5,0.8,29.664602,61.72,60.08,27.19,26.78,85.1,156.8,127.5,18.7,108,3.863,11:03:44,7/25/2022,0.47,-0.017,-0.001,-9999,-0.163,-1.83,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.514984,2.456665,1.660745,0.864032,0.249952,-0.005315,0.192975,0.198265,135.533447,0.000313,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220725111037,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
10,11,11:11:05,7/25/2022,7/25/2022,y,JSG 2022,MS,,4,North,,0.173886,2.921961,0.164119,2.72043,2.231247,2.167704,3.593555,1.362308,25.472958,26.219662,42.228306,0.441786,PSF-00495_20220725111105,0,0,0,115.213036,418.080566,0.724424,0.5,0.8,16.508091,61.4,59.65,27.26,27.07,85.1,156.7,155.9,0.5,57,3.863,11:03:44,7/25/2022,0.47,0.001,0,-0.006,2.056,0.794,-0.811,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.514375,2.456234,1.659797,0.933281,0.249277,-0.002768,0.196393,0.155664,115.213036,0.000309,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220725111105,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
11,11,11:11:21,7/25/2022,7/25/2022,y,JSG 2022,MS,,4,North,,0.139231,2.922924,0.132901,2.148752,2.263326,2.213193,3.591865,1.328539,26.007586,26.596697,42.208569,0.441786,PSF-00495_20220725111121,0,0,0,118.423462,417.127502,0.716098,0.5,0.8,33.632175,62.15,60.77,27.3,27.06,85.1,156.9,148.3,5.5,117,3.861,11:03:44,7/25/2022,0.47,0,-0.003,-0.008,0.95,1.383,1.369,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.515916,2.4572,1.660802,0.91426,0.248922,-0.003281,0.198433,0.206469,118.423462,0.000316,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220725111121,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
12,11,11:11:42,7/25/2022,7/25/2022,y,JSG 2022,MS,,4,North,,0.118661,2.922739,0.114032,2.074445,2.315284,2.266908,3.807698,1.492415,26.638475,27.206942,44.744335,0.441786,PSF-00495_20220725111142,0,0,0,119.439842,445.776703,0.732063,0.5,0.8,29.519217,63.43,62.1,27.33,28.06,85.1,156.8,153.9,1.9,101,3.862,11:03:44,7/25/2022,0.47,-0.003,-0.002,-9999,0.055,0.991,-9999,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.517738,2.458844,1.660609,0.92824,0.248529,0.007915,0.200937,0.192511,119.439842,0.00032,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220725111142,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
13,11,11:12:38,7/25/2022,7/25/2022,n,JSG 2022,MS,,1,Central,,0.26753,2.921985,0.24509,5.513342,2.397743,2.269222,4.237451,1.839708,26.665361,28.175596,49.793789,0.441786,PSF-00495_20220725111238,0,0,0,217.016098,250.642059,0.134159,0.5,0.8,98.828102,65.03,61.54,27.51,29.91,85.1,156.7,155.9,0.6,1842,3.858,11:03:44,7/25/2022,0.47,-0.001,-0.001,0.03,-2.287,-4.382,-9.667,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.516922,2.460871,1.659824,0.933166,0.246833,0.027844,0.208281,1.655709,217.016098,0.000311,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220725111238,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
14,11,11:16:34,7/25/2022,7/25/2022,n,JSG 2022,MS,,1,Central,,0.311082,2.922992,0.281159,5.982937,2.566723,2.427663,4.304351,1.737628,28.529613,30.163824,50.584232,0.441786,PSF-00495_20220725111634,0,0,0,199.691177,258.349304,0.22705,0.5,0.8,153.120514,67.73,64.07,27.98,30.18,85.09,156.9,155.2,1.1,1686,3.856,11:15:48,7/25/2022,0.51,-0.004,-0.003,-0.017,-2.231,-4,-3.171,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.520276,2.464202,1.660872,0.931452,0.242296,0.025591,0.237723,1.524891,199.691177,0.000306,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220725111634,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
15,11,11:17:08,7/25/2022,7/25/2022,n,JSG 2022,MS,,1,Central,,0.236811,2.922524,0.219061,5.578479,2.501,2.37119,4.577798,2.076797,27.865862,29.391376,53.797585,0.441786,PSF-00495_20220725111708,0,0,0,139.976624,165.112137,0.152233,0.5,0.8,119.679855,65.52,62.12,28.1,31.26,85.09,156.8,155.9,0.6,1965,3.854,11:15:48,7/25/2022,0.51,-0.005,-0.004,0.003,-0.701,-1.568,-3.448,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.517572,2.46132,1.660385,0.933299,0.241099,0.037166,0.241823,1.759756,139.976624,0.000299,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220725111708,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
16,11,11:17:53,7/25/2022,7/25/2022,n,JSG 2022,MS,,2,Central,,0.164625,2.923045,0.155848,4.740076,2.285684,2.175148,4.766356,2.480673,25.563663,26.862743,56.017117,0.441786,PSF-00495_20220725111753,0,0,0,153.76532,173.352951,0.112993,0.5,0.8,89.735512,59.37,56.5,28.25,31.97,85.09,156.9,155.8,0.7,1985,3.853,11:15:48,7/25/2022,0.51,0.004,0.003,-0.01,-1.418,-3.1,-6.625,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.509784,2.453339,1.660928,0.932877,0.239707,0.044132,0.247251,1.776583,153.76532,0.000306,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220725111753,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
17,11,11:18:51,7/25/2022,7/25/2022,n,JSG 2022,MS,,2,Central,,0.175013,2.923794,0.165128,4.974494,2.297223,2.181303,4.754339,2.457116,25.635317,26.997644,55.874405,0.441786,PSF-00495_20220725111851,0,0,0,173.679825,206.262939,0.157969,0.5,0.8,124.945358,58.94,55.96,28.46,31.92,85.09,157,155.9,0.7,1977,3.852,11:15:48,7/25/2022,0.51,0.002,0,-0.001,-2.38,-4.918,-10.42,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.508986,2.452728,1.66171,0.933323,0.237689,0.041034,0.254096,1.769815,173.679825,0.000297,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220725111851,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
18,11,11:19:27,7/25/2022,7/25/2022,n,JSG 2022,MS,,2,Central,,0.221469,2.922382,0.205867,6.231668,2.295563,2.150177,4.764462,2.468899,25.268929,26.977499,55.992054,0.441786,PSF-00495_20220725111927,0,0,0,115.07785,138.662338,0.170086,0.5,0.8,138.176041,58.43,54.73,28.6,31.96,85.09,156.8,155.9,0.6,2031,3.851,11:15:48,7/25/2022,0.51,-0.002,-0.001,0.001,-1.66,-3.657,-13.623,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.507243,2.452041,1.660236,0.933152,0.236409,0.039864,0.258384,1.81487,115.07785,0.000298,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220725111927,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
19,11,11:20:26,7/25/2022,7/25/2022,y,JSG 2022,MS,,3,Central,,0.103602,2.922038,0.100055,2.074306,2.22994,2.18149,3.930352,1.700412,25.634432,26.203762,46.185104,0.441786,PSF-00495_20220725112026,0,0,0,171.859863,409.241425,0.580053,0.5,0.8,31.905558,56.27,55.05,28.74,28.6,85.1,156.7,155.9,0.5,138,3.85,11:15:48,7/25/2022,0.51,0.001,0.003,0.006,-1.682,-3.017,-5.391,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.507652,2.449205,1.659879,0.933247,0.235022,-0.002287,0.265132,0.223361,171.859863,0.000311,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220725112026,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
20,11,11:20:38,7/25/2022,7/25/2022,y,JSG 2022,MS,,3,Central,,0.04178,2.921839,0.041191,0.893749,2.219852,2.198972,3.998757,1.778905,25.840998,26.08637,46.990993,0.441786,PSF-00495_20220725112038,0,0,0,111.131432,380.034698,0.707576,0.5,0.8,40.794907,55.94,55.41,28.77,28.9,85.1,156.7,153.2,2.2,144,3.85,11:15:48,7/25/2022,0.51,0,0.004,-0.004,-0.015,0.133,0.218,1,150,0.005,2,0,rectangular,7000,500,5,2,55537,55537,55537,0,-9999,0,0,0,0,2.508146,2.448762,1.65967,0.926595,0.234788,0.000929,0.26642,0.228929,111.131432,0.000309,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20220725112038,PFA-00525,PSA-00537,PSF-00495,RHS-0718,2.0.0,2022-05-16T19:34:13.141Z
